OID_,sample_id,submission_id,bioinformatics_id,popmap_initial,popmap_adjusted,region,year,location,number,tag,adult_yoy,species,subregion,project,latitude,longitude,H1_coast_noncoast,H2_Aufeis_above_below_coast,H3_WShd_up_down_lower,CG_Family,Lngth_cm_x,Wt_g_x,Sex_x,Date_Caught,Otoliths_x,min_dist,max_dist,min_date,max_date,days_tracked,Freq,migrant_long_short,H3_JulyAug_Temp_Ave,H3_JulyAug_Temp_Med,H3_JulyAug_Temp_Min,H3_JulyAug_Temp_Max,H3_JulyAug_Temp_Var,H3_JulyAug_Temp_se,H3_JulyAug_Temp_n,Comments,RASTERVALU
156,2017-LKup1-004,P2E9,Golden2E09,LKup1,LKup1,Kuparuk,2017,LKup1,4.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.600769999999997,-150.033279999999991,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,91.5430603
157,2013-Kup6-34,P2F1,Golden2F01,Kup6,Kup6,Kuparuk,2013,Kup6,34.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.766113000000004,-149.554721000000001,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,2013 - Most YOY caught below Kup6 antenna near this GPS location,593.7708130
158,2017-LKup1-013,P2F10,Golden2F10,LKup1,LKup1,Kuparuk,2017,LKup1,13.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.598720000000000,-150.039899999999989,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,91.3047714
159,2015-HV-001,P2F11,Golden2F11,HV,LSagHV,Sagavanirktok,2015,HV,1.000000000000000,,yoy,AG,HV,LandscapeGenomics,69.150700000000001,-148.836260000000010,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,293.8440247
160,2015-HV-009,P2F12,Golden2F12,HV,LSagHV,Sagavanirktok,2015,HV,9.000000000000000,,yoy,AG,HV,LandscapeGenomics,69.150250000000000,-148.838670000000008,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,293.9826660
161,2013-Kup7-YOY-01,P2F2,Golden2F02,Kup7,Kup7,Kuparuk,2013,Kup7,1.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
162,2013-Kup7-YOY-06.2,P2F3,Golden2F03,Kup7,Kup7,Kuparuk,2013,Kup7,6.200000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
163,2013-Kup8-13,P2F4,Golden2F04,Kup8,Kup8,Kuparuk,2013,Kup8,13.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
164,2013-Kup8-YOY-03,P2F5,Golden2F05,Kup8,Kup8,Kuparuk,2013,Kup8,3.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
165,2015-KupR2-001,P2F6,Golden2F06,KupR2,Kup5,Kuparuk,2015,KupR2,1.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.669659999999993,-149.445210000000003,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,,708.4026489
166,2017-LKup0-002,P2F7,Golden2F07,LKup0,LKup0,Kuparuk,2017,LKup0,2.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.263819999999996,-150.246810000000011,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,193.5268097
167,2017-LKup0-010,P2F8,Golden2F08,LKup0,LKup0,Kuparuk,2017,LKup0,10.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.260339999999999,-150.233959999999996,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,195.5518341
168,2017-LKup1-005,P2F9,Golden2F09,LKup1,LKup1,Kuparuk,2017,LKup1,5.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.599249999999998,-150.039860000000004,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,91.4939499
169,2013-Kup6-35,P2G1,Golden2G01,Kup6,Kup6,Kuparuk,2013,Kup6,35.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.766113000000004,-149.554721000000001,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,2013 - Most YOY caught below Kup6 antenna near this GPS location,593.7708130
170,2017-LKup3-007,P2G10,Golden2G10,LKup3,LKup3,Kuparuk,2017,LKup3,7.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.965689999999995,-149.458439999999996,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,46.5409126
171,2015-HV-002,P2G11,Golden2G11,HV,LSagHV,Sagavanirktok,2015,HV,2.000000000000000,,yoy,AG,HV,LandscapeGenomics,69.150639999999996,-148.835450000000009,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,294.0332031
172,2015-HV-010,P2G12,Golden2G12,HV,LSagHV,Sagavanirktok,2015,HV,10.000000000000000,,yoy,AG,HV,LandscapeGenomics,69.149665999999996,-148.838619999999992,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,2015-HV-010 GPS location estimated as approximately halfway river distance between 2015-HV-009 and 2015-HV-011,294.6670227
173,2013-Kup7-YOY-02,P2G2,Golden2G02,Kup7,Kup7,Kuparuk,2013,Kup7,2.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
174,2013-Kup7-YOY-07.2,P2G3,Golden2G03,Kup7,Kup7,Kuparuk,2013,Kup7,7.200000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
175,2013-Kup8-15,P2G4,Golden2G04,Kup8,Kup8,Kuparuk,2013,Kup8,15.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
176,2013-Kup8-YOY-05,P2G5,Golden2G05,Kup8,Kup8,Kuparuk,2013,Kup8,5.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
177,2015-KupR2-002,P2G6,Golden2G06,KupR2,Kup5,Kuparuk,2015,KupR2,2.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.669110000000003,-149.442090000000007,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,,711.2954102
178,2017-LKup0-003,P2G7,Golden2G07,LKup0,LKup0,Kuparuk,2017,LKup0,3.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.263630000000006,-150.247569999999996,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,193.3287048
179,2017-LKup0-011,P2G8,Golden2G08,LKup0,LKup0,Kuparuk,2017,LKup0,11.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.261859999999999,-150.242570000000001,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,194.9207458
180,2017-LKup1-006,P2G9,Golden2G09,LKup1,LKup1,Kuparuk,2017,LKup1,6.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.598460000000003,-150.040210000000002,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,91.6311798
181,2013-Kup6-43,P2H1,Golden2H01,Kup6,Kup6,Kuparuk,2013,Kup6,43.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.766113000000004,-149.554721000000001,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,2013 - Most YOY caught below Kup6 antenna near this GPS location,593.7708130
182,2017-LKup3-008,P2H10,Golden2H10,LKup3,LKup3,Kuparuk,2017,LKup3,8.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.965239999999994,-149.458480000000009,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,47.3098297
183,2015-HV-003,P2H11,Golden2H11,HV,LSagHV,Sagavanirktok,2015,HV,3.000000000000000,,yoy,AG,HV,LandscapeGenomics,69.150639999999996,-148.833740000000006,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,293.3259888
184,2015-HV-011,P2H12,Golden2H12,HV,LSagHV,Sagavanirktok,2015,HV,11.000000000000000,,yoy,AG,HV,LandscapeGenomics,69.149280000000005,-148.841190000000012,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,296.0257568
185,2013-Kup7-YOY-03,P2H2,Golden2H02,Kup7,Kup7,Kuparuk,2013,Kup7,3.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
186,2013-Kup7-YOY-09.2,P2H3,Golden2H03,Kup7,Kup7,Kuparuk,2013,Kup7,9.199999999999999,,yoy,AG,Kup,LandscapeGenomics,68.908500000000004,-149.687983300000013,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,From a few isolated pools with many YOY within the Kup7 dry zone ,461.9456787
187,2013-Kup8-16,P2H4,Golden2H04,Kup8,Kup8,Kuparuk,2013,Kup8,16.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
188,2013-Kup8-YOY-07,P2H5,Golden2H05,Kup8,Kup8,Kuparuk,2013,Kup8,7.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.995949999999993,-149.752829999999989,noncoast,below,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,"YOY caught within walking distance of Kup8 antenna, below Kuparuk Lower Aufeis",389.1356812
189,2016-KupR2-001,P2H6,Golden2H06,KupR2,Kup5,Kuparuk,2016,KupR2,1.000000000000000,,yoy,AG,Kup,LandscapeGenomics,68.670760000000001,-149.443960000000004,noncoast,above,down,,,,,,,,,,,,,,7.726666667,7.375,0.5,18.5,9.492294216,0.102698557,900,,708.3426514
190,2017-LKup0-004,P2H7,Golden2H07,LKup0,LKup0,Kuparuk,2017,LKup0,4.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.263040000000004,-150.247449999999986,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,193.7001801
191,2017-LKup0-012,P2H8,Golden2H08,LKup0,LKup0,Kuparuk,2017,LKup0,12.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.262249999999995,-150.246730000000014,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,193.7620239
192,2017-LKup1-007,P2H9,Golden2H09,LKup1,LKup1,Kuparuk,2017,LKup1,7.000000000000000,,yoy,AG,Kup,LandscapeGenomics,69.599249999999998,-150.039860000000004,coast,coast,lower,,,,,,,,,,,,,,8.855062724,9,2.375,17,6.011513584,0.073393875,1116,,91.4939499
193,2015-HV-012,P3A1,Golden3A01,HV,LSagHV,Sagavanirktok,2015,HV,12.000000000000000,,yoy,AG,HV,LandscapeGenomics,69.150720000000007,-148.837250000000012,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,294.8573914
194,2015-OksR1-002,P3A10,Golden3A10,OksR1,OksZev,Sagavanirktok,2015,OksR1,2.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.662030000000001,-149.188999999999993,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,,788.9718018
195,2016-OksR1-015,P3A11,Golden3A11,OksR1,OksZev,Sagavanirktok,2016,OksR1,15.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.663442000000003,-149.184539000000001,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,YOY 2016-OksR1-015 GPS location was estimated at ~30m downstream of 2016-OksR1-014. ,785.3093872
196,2017-TC-003,P3A12,Golden3A12,TC,LSagTC,Sagavanirktok,2017,TC,3.000000000000000,,yoy,AG,TC,LandscapeGenomics,69.949430000000007,-148.611629999999991,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,63.7774811
197,2013-OKm1-YOY-01.2,P3A2,Golden3A02,OKm1,Oks0,Sagavanirktok,2013,OKm1,1.200000000000000,,yoy,AG,Oks,LandscapeGenomics,68.619632999999993,-149.188117000000005,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OKm1 YOY (Oks negative 1 antenna) start at 68.619633, -149.188117 and continue downstream every ~30 m. ",849.0951538
198,2013-Oks0-07,P3A3,Golden3A03,Oks0,Oks0,Sagavanirktok,2013,Oks0,7.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.637973000000002,-149.216458999999986,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",823.1766357
199,2013-Oks0-30,P3A4,Golden3A04,Oks0,Oks0,Sagavanirktok,2013,Oks0,30.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.640135999999998,-149.216977000000014,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",820.1673584
200,2013-Oks2-01,P3A5,Golden3A05,Oks2,Oks2,Sagavanirktok,2013,Oks2,1.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
201,2013-Oks2-10,P3A6,Golden3A06,Oks2,Oks2,Sagavanirktok,2013,Oks2,10.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
202,2013-Oks2-19,P3A7,Golden3A07,Oks2,Oks2,Sagavanirktok,2013,Oks2,19.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
203,2013-Oks3-10,P3A8,Golden3A08,Oks3,Oks3,Sagavanirktok,2013,Oks3,10.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
204,2013-Oks3-31,P3A9,Golden3A09,Oks3,Oks3,Sagavanirktok,2013,Oks3,31.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
205,2017-LSag2-001,P3B1,Golden3B01,LSag2,LSag2,Sagavanirktok,2017,LSag2,1.000000000000000,,yoy,AG,Sag,LandscapeGenomics,69.733410000000006,-148.692180000000008,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,102.6829224
206,2015-OksR1-003,P3B10,Golden3B10,OksR1,OksZev,Sagavanirktok,2015,OksR1,3.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.663905999999997,-149.177320000000009,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,YOY GPS location estimated based on general location of OksR1 2015 HabAss reach location,781.7221680
207,2016-OksRN4-002,P3B11,Golden3B11,OksRN4,Oks2.5,Sagavanirktok,2016,OksRN4,2.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.849500000000006,-148.853460000000013,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,,418.4295959
208,2017-TC-004,P3B12,Golden3B12,TC,LSagTC,Sagavanirktok,2017,TC,4.000000000000000,,yoy,AG,TC,LandscapeGenomics,69.949889999999996,-148.611909999999995,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,63.9417953
209,2013-OKm1-YOY-02.2,P3B2,Golden3B02,OKm1,Oks0,Sagavanirktok,2013,OKm1,2.200000000000000,,yoy,AG,Oks,LandscapeGenomics,68.619866999999999,-149.188719999999989,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OKm1 YOY (Oks negative 1 antenna) start at 68.619633, -149.188117 and continue downstream every ~30 m. ",848.5294800
210,2013-Oks0-08,P3B3,Golden3B03,Oks0,Oks0,Sagavanirktok,2013,Oks0,8.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.638245999999995,-149.216094999999996,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",823.3786011
211,2013-Oks0-32,P3B4,Golden3B04,Oks0,Oks0,Sagavanirktok,2013,Oks0,32.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.640372999999997,-149.217580999999996,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",819.9207764
212,2013-Oks2-02,P3B5,Golden3B05,Oks2,Oks2,Sagavanirktok,2013,Oks2,2.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
213,2013-Oks2-12,P3B6,Golden3B06,Oks2,Oks2,Sagavanirktok,2013,Oks2,12.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
214,2013-Oks2-20,P3B7,Golden3B07,Oks2,Oks2,Sagavanirktok,2013,Oks2,20.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
215,2013-Oks3-14,P3B8,Golden3B08,Oks3,Oks3,Sagavanirktok,2013,Oks3,14.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
216,2013-Oks3-33,P3B9,Golden3B09,Oks3,Oks3,Sagavanirktok,2013,Oks3,33.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
217,2017-LSag2-002,P3C1,Golden3C01,LSag2,LSag2,Sagavanirktok,2017,LSag2,2.000000000000000,,yoy,AG,Sag,LandscapeGenomics,69.734260000000006,-148.692749999999990,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,102.4276733
218,2016-OksR1-002,P3C10,Golden3C10,OksR1,OksZev,Sagavanirktok,2016,OksR1,2.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.662800000000004,-149.188040000000001,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,,786.0537720
219,2016-OksRN4-003,P3C11,Golden3C11,OksRN4,Oks2.5,Sagavanirktok,2016,OksRN4,3.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.851230000000001,-148.854109999999991,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,,417.7759399
220,2017-TC-005,P3C12,Golden3C12,TC,LSagTC,Sagavanirktok,2017,TC,5.000000000000000,,yoy,AG,TC,LandscapeGenomics,69.943520000000007,-148.611079999999987,coast,coast,lower,,,,,,,,,,,,,,8.794444444,8.25,0.25,19,14.07453381,0.197726901,360,,73.2826920
221,2013-OKm1-YOY-04.2,P3C2,Golden3C02,OKm1,Oks0,Sagavanirktok,2013,OKm1,4.200000000000000,,yoy,AG,Oks,LandscapeGenomics,68.620091000000002,-149.190344000000010,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OKm1 YOY (Oks negative 1 antenna) start at 68.619633, -149.188117 and continue downstream every ~30 m. ",848.0051880
222,2013-Oks0-12,P3C3,Golden3C03,Oks0,Oks0,Sagavanirktok,2013,Oks0,12.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.638557000000006,-149.215864000000010,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",822.3482666
223,2013-Oks0-33,P3C4,Golden3C04,Oks0,Oks0,Sagavanirktok,2013,Oks0,33.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.640676999999997,-149.217628999999988,noncoast,above,up,,,,,,,,,,,,,,10.44864286,10.625,1.25,20.75,12.45157584,0.084351563,1750,"YOY GPS locations for OK0 YOY (Oks0A antenna) start at 68.636745N, -149.216692W and continue downstream every ~30 m. ",819.1203613
224,2013-Oks2-03,P3C5,Golden3C05,Oks2,Oks2,Sagavanirktok,2013,Oks2,3.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
225,2013-Oks2-13,P3C6,Golden3C06,Oks2,Oks2,Sagavanirktok,2013,Oks2,13.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
226,2013-Oks2-21,P3C7,Golden3C07,Oks2,Oks2,Sagavanirktok,2013,Oks2,21.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.764232000000007,-148.904291999999998,noncoast,above,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks2 (Bunny Haven) antenna site. All Oks2 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",505.0290833
227,2013-Oks3-16,P3C8,Golden3C08,Oks3,Oks3,Sagavanirktok,2013,Oks3,16.000000000000000,,yoy,AG,Oks,LandscapeGenomics,68.862886000000003,-148.844077999999996,noncoast,below,down,,,,,,,,,,,,,,2.805611559,2.625,1.875,5.125,0.415161099,0.023622282,744,"YOY GPS location estimated at Oks3 antenna site. All Oks3 YOY have same coordinates. If necessary, individual coordinates can be estimated upstream and downstream from this site so that no location is within 30 meters of another locations. ",413.8903198
